id,tenant_id,name,key_hash,scopes,last_used_at,expires_at,is_active,created_at,updated_at
20c16f4d-7a65-4009-8c7b-cd196c94acbb,ace3e79d-cd39-4334-a57b-b5d4e459a08f,staging,ak_ad67ed9037663ffd80683fbee7271abbcc99d8ab6c8a2d02e3a5e65c0ac0180f,"[""chat:write"",""analytics:read"",""agents:write"",""agents:read""]",,2027-03-09T11:33:56+05:30,true,2026-03-09T11:33:56+05:30,2026-06-12T11:33:56+05:30
b658d0fc-dd7a-4729-b0bc-4e25639ec1fc,e2122892-2aff-4bc3-90b4-39222675d351,staging,ak_56bea6a311d18f0dd1d2cb7d45f9608539ed68419ec2dc0faa6c65c40c4544c3,"[""chat:write"",""analytics:read"",""agents:read"",""documents:write""]",2025-10-03T12:19:23+05:30,2026-09-21T12:19:23+05:30,true,2025-09-21T12:19:23+05:30,2025-12-09T12:19:23+05:30
b3eabc69-fa0c-445f-a458-51abc00c1911,81a138c2-1dff-4af1-a247-4562a7b554c5,analytics-export,ak_63cfcea782c6551ecdeb67c75a28e65c20416ba98e8c4ec040e0340efe9a6093,"[""documents:write""]",2026-01-14T13:01:39+05:30,,true,2026-01-06T13:01:39+05:30,2026-03-12T13:01:39+05:30
545968bc-8a2a-45d2-add6-f29847100032,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,production,ak_6d35ba883a453a4485fe87588ea8296bd7b59231811d9ba59ab53ec64edef10a,"[""documents:write""]",2026-05-27T10:30:48+05:30,2027-04-01T10:30:48+05:30,true,2026-04-01T10:30:48+05:30,2026-06-19T10:30:48+05:30
a65371b2-d96e-4374-aa14-afc5e8172143,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,production,ak_5630766b18699038952274dc411cfb1c296da64af0dc8659c19813013e928f1e,"[""agents:read""]",,,true,2026-05-13T02:58:30+05:30,2026-06-22T18:00:00+05:30
593597c9-804f-4389-b787-eaa6e812d529,6f91e0b1-e5d6-4792-b48b-92d6454d0347,mcp-gateway,ak_a915043b91df978c4e01a9427a97d847455b05183d845f26ddc5221d9ccacf20,"[""documents:write"",""analytics:read"",""agents:read"",""chat:write""]",2025-12-11T09:53:34+05:30,2026-11-27T09:53:34+05:30,true,2025-11-27T09:53:34+05:30,2026-02-25T09:53:34+05:30
4d27520d-465e-43ca-80a6-22b6b9ca0f9e,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,production,ak_2eba699602935ffd0b024fc94d933e8f021f5fc15b4389fa6221838021b415a3,"[""agents:write""]",2026-01-14T06:49:26+05:30,2026-11-22T06:49:26+05:30,true,2025-11-22T06:49:26+05:30,2026-01-07T06:49:26+05:30
092bbc43-3aa3-4083-b220-a1df7d8594e0,405deed9-ba9d-4864-9bf5-1624b07f7882,mcp-gateway,ak_87d75582ef04f0f2c9eaf447b3070e0c382e85a9ff3c90d2e1ba46ed8b73ab7e,"[""agents:write"",""chat:write"",""documents:write""]",2026-06-30T09:41:00+05:30,2027-05-27T09:41:00+05:30,true,2026-05-27T09:41:00+05:30,2026-06-22T18:00:00+05:30
4bcc7f0a-03ec-4bfd-9e55-d00b7b68cd2b,140b8c99-70b5-46f3-b669-abf99cb3bcb5,mcp-gateway,ak_a3ac2231fac4bc80eac33f4fcc2afcae6b3124629c483d1ecb8690f526a0a2cf,"[""chat:write"",""documents:write""]",2025-12-04T13:49:32+05:30,2026-11-10T13:49:32+05:30,true,2025-11-10T13:49:32+05:30,2026-01-16T13:49:32+05:30
7bfded3f-7875-4fe1-bc40-b2b4551ce85c,6b91578d-c0d4-46f8-b25a-5e319efd07ea,mcp-gateway,ak_e01ce86414076c5ac4181fb3d7ec58169bfc7e5c3737900b7e9edc6a7c2c9586,"[""documents:write"",""analytics:read""]",2025-12-03T11:30:40+05:30,,true,2025-10-11T11:30:40+05:30,2025-12-31T11:30:40+05:30
9b79034f-1d9d-4a6d-ad82-50f8a59bbca1,ab68d28d-eb87-4198-860a-492263d7251f,analytics-export,ak_96876565e32f9ae3b83e6e526ddf42afe7ddb2395162349a26f5d22217d191fa,"[""analytics:read""]",2026-03-31T12:32:25+05:30,2027-03-25T12:32:25+05:30,true,2026-03-25T12:32:25+05:30,2026-06-22T18:00:00+05:30
411f26d9-12d9-46c0-8f8e-cf13aa73b2c7,3f5d8054-8479-49d1-977c-63974248d2f3,staging,ak_ee93e64d577e39c80b7e03cf491176188f104a76c6a4cd99b0643004295d8fb5,"[""documents:write"",""agents:read"",""chat:write"",""agents:write""]",,2026-09-07T05:41:36+05:30,true,2025-09-07T05:41:36+05:30,2025-10-15T05:41:36+05:30
adf6e9e5-2384-4f45-9dc4-435f2b8806ee,3d3163d2-4e44-4bbb-b726-cab4ff659113,mcp-gateway,ak_43d22262638617b7d1346e8b8dbec06cade72a45058d9b07f64655b6243a833c,"[""agents:write""]",2026-05-14T03:41:42+05:30,,true,2026-05-01T03:41:42+05:30,2026-06-22T18:00:00+05:30
1d7606b2-b864-48ea-aa84-35e832eeba57,8c44430a-91b8-432b-ad33-ffafc4f8c201,mcp-gateway,ak_f523463d23b38e14b65afe63e05416f6a0b3fbb16b8409b77b0727b3e4f580f1,"[""agents:read"",""agents:write"",""documents:write"",""chat:write""]",2026-01-23T15:15:57+05:30,2027-01-21T15:15:57+05:30,true,2026-01-21T15:15:57+05:30,2026-04-19T15:15:57+05:30
c0be237c-dbd1-4c57-bf34-3e4dce256216,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,mcp-gateway,ak_188f0548e80ca79a248d2f04877ab8bd641f18eb84b6786eafff39c5f90be4c6,"[""agents:write""]",,2026-12-16T03:23:43+05:30,true,2025-12-16T03:23:43+05:30,2026-01-29T03:23:43+05:30
60eec09d-6d83-4260-a3a9-e5a76d7df8f3,c2b51c4a-664e-4d81-adeb-6d2891e9535c,staging,ak_3bdcc71384b8b67d951e61d64476b6b9f81a71d7c199d039731e4fc513aab75a,"[""documents:write"",""agents:write"",""agents:read""]",,2027-03-03T05:42:08+05:30,true,2026-03-03T05:42:08+05:30,2026-05-03T05:42:08+05:30
d50dcdf0-3fc8-49c3-9a30-434834ac3600,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,production,ak_7c23f91313772ce33a889eb82d7fa87ef2212cf56e766d06025805c3979e4cde,"[""chat:write"",""agents:read"",""agents:write"",""analytics:read""]",2025-12-22T03:08:20+05:30,,true,2025-10-28T03:08:20+05:30,2026-02-17T03:08:20+05:30
550c5f5f-0645-4e01-b7ef-863ca4fd5b2e,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,staging,ak_02966ce10ab5ec89f216e39f209cb991a76ccf65a17fbdeca5fbd3d5091d381c,"[""analytics:read"",""agents:write"",""agents:read""]",2025-10-14T11:57:42+05:30,2026-08-23T11:57:42+05:30,true,2025-08-23T11:57:42+05:30,2025-09-28T11:57:42+05:30
5e61b433-7143-4d36-9404-e18495c8c7bd,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,analytics-export,ak_ba6db562eb6cc2a9621b9445513f43c3ac44f8145f8a0ad946be8b6ed18a1279,"[""agents:read"",""documents:write"",""analytics:read"",""agents:write""]",,,true,2026-02-15T11:18:55+05:30,2026-03-27T11:18:55+05:30
6813e130-be57-46f8-8962-a62a7711e391,fa539183-81c8-4d0f-bacb-6267333d1c1b,webhook,ak_c58f436bfb7bf21bb77d1686e4bf64042bb625ab029dde494af9d1b27f9c6ea2,"[""documents:write""]",2025-09-12T10:47:38+05:30,2026-07-25T10:47:38+05:30,true,2025-07-25T10:47:38+05:30,2025-11-14T10:47:38+05:30
e2b64d28-9752-4c2f-a4c8-01e28f63da73,74b17dcc-1888-4609-aa87-34bab2f1e426,mcp-gateway,ak_01272894784fed42faee477752d4af41ef0858706b1d25c1ad509cf4ae1200f8,"[""agents:write""]",2025-10-23T07:16:38+05:30,2026-10-12T07:16:38+05:30,true,2025-10-12T07:16:38+05:30,2025-12-29T07:16:38+05:30
0771b4c0-1a05-4036-834e-129be0b14914,33c3a356-65e9-4f38-bb93-27954e0384fd,staging,ak_bfa67ea85f7f17329195b58d62afa803d0a1ac186f8bb87d051e3c1227d4a714,"[""documents:write"",""agents:read"",""agents:write""]",2026-03-06T08:57:40+05:30,,true,2026-02-18T08:57:40+05:30,2026-03-26T08:57:40+05:30
86fd54c9-4f22-4eb6-8bef-edb26f0e60b4,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,webhook,ak_a02d25c9885ad4af534b53b536121920042774331cca34d17fdfd3db74014cfd,"[""agents:write"",""chat:write"",""documents:write"",""agents:read""]",2025-10-29T11:45:19+05:30,,true,2025-09-03T11:45:19+05:30,2025-10-29T11:45:19+05:30
24efceb4-ea36-453b-bb82-f2a5ec127585,1c653bb5-7716-44f9-ba50-ef7b04062c32,production,ak_cd6bd262eb8986ae38ce31138e3e7a3662c3a96460a928a264fd4179eb94991b,"[""agents:write"",""chat:write"",""documents:write"",""agents:read""]",2026-03-23T20:51:37+05:30,2027-02-13T20:51:37+05:30,true,2026-02-13T20:51:37+05:30,2026-03-24T20:51:37+05:30
31121902-9543-40f3-a74a-1da7820e6f9d,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,production,ak_eb6220878a2a811f86cb958034db308cb1dbec87da18c38941f7a140a2626820,"[""chat:write"",""documents:write"",""agents:write"",""agents:read""]",2026-01-03T11:43:02+05:30,2026-12-31T11:43:02+05:30,true,2025-12-31T11:43:02+05:30,2026-04-26T11:43:02+05:30
d9abf8b0-374e-4b30-bd64-b67790328a2c,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,mcp-gateway,ak_72a80aadc9c9b790e6e6c95319abac692fa04de9831f2faa5a770771686940b4,"[""agents:read"",""chat:write"",""analytics:read""]",,,true,2025-12-27T05:03:33+05:30,2026-03-02T05:03:33+05:30
b980a192-0cd2-4610-b54c-50dcae41ee22,8839bf5f-df56-47dd-ba47-147013d8dec8,staging,ak_d32c7db9620a48434449a7440d22f00a5d89be2afb6212c852107a55dadfdf11,"[""agents:write"",""chat:write"",""analytics:read""]",,2027-01-12T04:29:17+05:30,true,2026-01-12T04:29:17+05:30,2026-03-25T04:29:17+05:30
198a3493-f8bf-445c-b0d7-5eb38b5018b8,5f1b5b6d-6274-4108-a2b8-89f261ec066d,analytics-export,ak_cd02323a9f9b8b81d830f5096fcfd0325d5c819865635f41665cf7d1fb86b799,"[""agents:read"",""documents:write"",""chat:write""]",2025-12-11T10:50:46+05:30,2026-12-09T10:50:46+05:30,true,2025-12-09T10:50:46+05:30,2025-12-16T10:50:46+05:30
beeb6fc9-3f90-4264-b39f-ce49b0c414ec,ce273bcc-1ec5-4abe-8681-06387063ca9e,webhook,ak_26683a945e9a74a6e9ff440d5ab0712b9ada8abed7ba3a83c33dbf1085861eac,"[""chat:write"",""documents:write"",""agents:write""]",,,true,2025-09-05T14:02:32+05:30,2025-11-20T14:02:32+05:30
9659ab51-501b-4331-9de8-37458a7ee9b4,b8774f84-bb5a-4bee-97de-89fb54316abe,production,ak_93b71e6a33b4f5b251cc70b86cd5f94065dee3f29b36eed0601bcbe7dbdaf328,"[""agents:read"",""chat:write"",""documents:write""]",,2026-07-27T12:04:47+05:30,false,2025-07-27T12:04:47+05:30,2025-11-11T12:04:47+05:30
97378383-9186-4085-bf96-8d92b116716b,c684d91a-6201-4bd2-9057-7e80cdcdd351,analytics-export,ak_e12bce6382c24b34dc3775d3127c57a0d5d1a574de474b0c00b2b6b9ad01b0fe,"[""agents:write"",""agents:read""]",2025-07-29T02:26:36+05:30,,true,2025-07-12T02:26:36+05:30,2025-07-26T02:26:36+05:30
8a790d64-54ca-4f38-9c5f-a47272c4f1d5,2f15628c-1810-4467-a2a1-151a0dea2cf6,staging,ak_1c0efb7c1598722e84cc993eb36d5895d9f526e865eb3fa9e775f6cf55f1de67,"[""documents:write"",""analytics:read"",""chat:write""]",,2027-04-25T10:06:55+05:30,true,2026-04-25T10:06:55+05:30,2026-06-22T18:00:00+05:30
525ee792-8efe-4326-b472-0880f5da9d9c,39a80d82-897c-4af7-bb77-ba9a9700fbed,analytics-export,ak_6ef5f6f171a4d08851560bc430acd039a29b1b204a7c16b5480387044a7fbed0,"[""documents:write"",""agents:write""]",2026-08-06T09:48:59+05:30,,true,2026-06-07T09:48:59+05:30,2026-06-22T18:00:00+05:30
47e48ba2-ed7e-4ef7-a568-f890ced33b70,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,analytics-export,ak_90308b48d1a7ef03d2ce015e39609f60c2c48bd6106d6be52833b958451eb640,"[""analytics:read"",""documents:write""]",2026-01-25T10:55:08+05:30,2026-12-28T10:55:08+05:30,true,2025-12-28T10:55:08+05:30,2026-03-12T10:55:08+05:30
69fe4e0a-02b2-4414-baa6-ba0842bf5d4e,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,staging,ak_582b8191aeaaf6485adc91d39367f94b8ecd1763879a6ce8be1cd4a229603958,"[""analytics:read"",""agents:write""]",2025-10-28T04:40:21+05:30,,true,2025-09-08T04:40:21+05:30,2025-09-29T04:40:21+05:30
787b7923-5e2c-4698-9a1b-77376bfef2fd,4debaf3a-418d-437b-9518-716876df32b3,staging,ak_6f9f078b2b2a2c425b6796e0e6093a8cf84934382ed4840ff16d6fb26cb8684f,"[""documents:write"",""chat:write"",""analytics:read""]",,2027-04-06T03:42:35+05:30,true,2026-04-06T03:42:35+05:30,2026-06-22T18:00:00+05:30
bf7afb44-9cbd-4e64-bf58-688db5e022b2,bde77204-3168-471d-bcc9-710de5224e45,staging,ak_dd089f68bd52cf7cc9fca0eb834cbde8fa517a0c1704b2c643cd588d5fc6a025,"[""analytics:read"",""documents:write"",""agents:write""]",2025-12-11T11:42:13+05:30,2026-11-01T11:42:13+05:30,true,2025-11-01T11:42:13+05:30,2026-01-08T11:42:13+05:30
0ec7bb83-d5e6-46e8-a8e7-e9dd7a60d9b2,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,analytics-export,ak_6e701a15c49c161d5034966a2bd0aadc6662d2a88c96b8860f2ff74206bf0ef0,"[""analytics:read"",""agents:read"",""documents:write""]",2025-11-17T13:00:06+05:30,2026-09-29T13:00:06+05:30,true,2025-09-29T13:00:06+05:30,2025-10-18T13:00:06+05:30
bf572ced-e45e-4358-8dd5-77899bb98051,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,webhook,ak_afe718b75f575362cb525b5f5f95b4c96d09a7225da8cb4b765a688e45ba089a,"[""documents:write"",""analytics:read"",""agents:write""]",,,true,2025-07-17T08:23:00+05:30,2025-09-26T08:23:00+05:30
61be463e-c5db-40a7-9a7f-91373f1f7eab,e4f5f206-9232-429b-9d18-71e1e2b744b7,mcp-gateway,ak_7038f79edbceaecf2f052dd25068fb9882146c82a68d02f9f524470c44970ba1,"[""agents:write"",""agents:read"",""documents:write""]",2025-08-31T05:09:11+05:30,,true,2025-07-02T05:09:11+05:30,2025-08-19T05:09:11+05:30
b1367aca-5305-4a39-91b8-c879e8698cc1,00ec8e25-467e-40ca-912b-f8de033d67a1,webhook,ak_484ec7e640705cc602729bde242eaf40e6840acc69eea8aa028c8567f8cc601a,"[""agents:read""]",2026-04-30T03:41:12+05:30,2027-04-05T03:41:12+05:30,true,2026-04-05T03:41:12+05:30,2026-05-25T03:41:12+05:30
2da57ff2-59da-49cf-a2f7-420b278041f5,409ca701-1e45-4f57-af28-243b7c871082,staging,ak_85b829f262d81f90a77440709951f414b7e3a88c16b2c33f439b13e4282fd7de,"[""documents:write"",""analytics:read"",""agents:read"",""agents:write""]",2026-01-12T12:55:37+05:30,,true,2025-11-15T12:55:37+05:30,2026-01-31T12:55:37+05:30
d190edec-9e42-48c3-8787-4cac3a9a013d,be398612-4497-445e-99d8-b482355aa54b,webhook,ak_c2d69784d88a5aed31adb84b880699a043ad3949df4ea4d74829659f9965d0ab,"[""chat:write""]",2026-08-07T13:59:50+05:30,2027-06-15T13:59:50+05:30,true,2026-06-15T13:59:50+05:30,2026-06-22T18:00:00+05:30
18f4b2b8-b2d6-4dee-a9bf-a2c97bbb491f,ee9b6f7e-a33c-4a8d-b6d7-72305f877204,staging,ak_3498f375f5bb53e94ffbb6741cf2f5b6cd5c0afa3d979bf552a70bcc4ecb1957,"[""chat:write"",""agents:read""]",,2026-08-24T18:54:40+05:30,true,2025-08-24T18:54:40+05:30,2025-09-02T18:54:40+05:30
d8f6fba6-9bcb-4250-b789-348d18a8dc37,ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,analytics-export,ak_1c32276999fbdfa27f6086bcbcf66a68843a762eabc89411273b42243b2e8455,"[""agents:read"",""analytics:read"",""chat:write"",""documents:write""]",,,true,2025-11-01T09:22:23+05:30,2025-12-24T09:22:23+05:30
eb63b538-6674-4859-bd38-d8f7d1a20276,f4cea05a-e558-4339-aa49-6ab5d5d08408,mcp-gateway,ak_611b50484f2b6f794d3ecfad160e7198e6de97013d7e775d1c146585f38bbac4,"[""documents:write""]",,2027-01-27T07:07:42+05:30,true,2026-01-27T07:07:42+05:30,2026-02-04T07:07:42+05:30
ece1acff-c705-4cbc-ab2f-dca1c36ae5f5,169133ec-46c0-4a04-9212-c1249f5b6e18,production,ak_5a396de4f781363d17b51ba54bf829a2c356f4a9ff43eea088b6c10aeee0ce43,"[""analytics:read"",""chat:write"",""documents:write"",""agents:write""]",2026-07-16T06:36:51+05:30,,true,2026-05-20T06:36:51+05:30,2026-06-17T06:36:51+05:30
a6d8c19d-f3a2-4dbb-b38b-b124aa7b3843,f9ed1fe3-6bc1-4862-8108-db199c0d28e6,staging,ak_39d445d7b135889c8e926444af0a772459f7e3104aa935e5db9afcf6fa65ce94,"[""agents:write""]",2026-05-21T10:17:58+05:30,,true,2026-03-27T10:17:58+05:30,2026-06-22T18:00:00+05:30
ea10b496-5ea1-4b26-a5a4-972957e9d0f0,4b1a525a-4d4c-44c0-bd8b-921052b21163,analytics-export,ak_613bfc1160e048c9d987239d48b3d6c9b11fc3c35df7a5cd756766dfa026cbb5,"[""analytics:read"",""agents:write"",""chat:write"",""agents:read""]",2026-06-21T03:29:38+05:30,2027-05-11T03:29:38+05:30,true,2026-05-11T03:29:38+05:30,2026-06-22T18:00:00+05:30
3bdfbd8e-ff3b-4b85-995d-d522ce8c059b,ad580088-3a93-4520-acae-d9c4cc4cb36f,analytics-export,ak_34edbc62f91e8da446b45288280c66ed2a44be38bbfa5e87c1ac9603dd1a23e2,"[""documents:write"",""chat:write""]",,2027-04-17T01:10:44+05:30,true,2026-04-17T01:10:44+05:30,2026-06-22T18:00:00+05:30
9d67610d-b775-496e-ac2d-29b5a6ab63fb,361a8755-e510-4402-9875-1df8dae09227,staging,ak_2f4482cc8388fdb570d6601aa6d4587b4f95949f6892dca4fc6c51466b6667cc,"[""analytics:read"",""agents:read"",""chat:write""]",2026-07-01T09:11:12+05:30,2027-05-08T09:11:12+05:30,true,2026-05-08T09:11:12+05:30,2026-06-22T18:00:00+05:30
39f35bbe-b9d2-4177-984c-5ec98a06f162,c2516d1a-057c-440b-ab9e-8a7e7b05efc3,webhook,ak_81d54ab0bea02e0f444a03b6f91e37c5a3a8d91c74fdc2e320af1541c28ff02e,"[""agents:write""]",,,true,2025-08-25T09:33:30+05:30,2025-10-19T09:33:30+05:30
4be4a3d8-707b-43f0-9338-9633c44002ad,871d2ccf-4e7c-4b10-88b7-93f135d44b57,staging,ak_b92e37c3ecaf5d2a9bd455e7450493eb67f3a2d430dceb18067ed2bdcdcc4a2a,"[""analytics:read""]",2026-07-01T11:45:32+05:30,2027-05-12T11:45:32+05:30,true,2026-05-12T11:45:32+05:30,2026-06-22T18:00:00+05:30
b0abd357-6202-4b36-899f-cc2a45956df5,85afc831-fd20-4dd1-bfca-8833c66dd3d4,mcp-gateway,ak_375f899ac2ef8018f4f0e0db479875542979d2a3b1b9a89e6954a3fd5d0feaa1,"[""agents:write""]",2026-01-13T13:14:10+05:30,,true,2025-11-22T13:14:10+05:30,2026-01-03T13:14:10+05:30
a3c7382e-34d8-441a-a833-6e2e21c42595,d6823764-9638-4efa-86ea-633ba9762a5e,production,ak_572063d428381feb3225fece1d746e63567cfdc551a60e3654641d60807e977b,"[""chat:write"",""documents:write""]",2025-11-22T11:25:44+05:30,,true,2025-10-16T11:25:44+05:30,2025-10-19T11:25:44+05:30
00e25dc3-5a3b-46c7-93e6-0ad5b61dd187,98f32f05-e9df-41ef-9e78-1f9016f60688,staging,ak_ef531632d0c758d9fdae3357b9efd5427129785d7a87c065a90d69f1fec2b0cc,"[""documents:write"",""chat:write"",""analytics:read"",""agents:write""]",2026-01-16T16:25:30+05:30,,true,2026-01-08T16:25:30+05:30,2026-03-14T16:25:30+05:30
